zipcode,superzip,rank,city,state,adultpop,households,college,income,centile
46806,0,10.026899162451327,Fort Wayne,IN,14558,6852,6.96524%,3.651328665859608,49
46807,0,8.945202263959297,Fort Wayne,IN,10443,4121,23.66178%,4.100003685799936,49
46808,0,9.571853592555165,Fort Wayne,IN,12022,4623,12.79321%,4.0060773060371355,49
46809,0,9.351492651732066,Fort Wayne,IN,6159,2479,13.15149%,4.130942126387919,49
46814,1,5.730099782973574,Fort Wayne,IN,4967,2284,56.51299%,5.032296976591703,49
46815,0,8.296297112642508,Fort Wayne,IN,17348,7334,31.57136%,4.357542197288549,49
46816,0,9.635804166591036,Fort Wayne,IN,10565,4359,11.09323%,4.0128150414562365,49
46818,0,9.083415678402515,Fort Wayne,IN,9358,3951,16.36033%,4.2069555793526066,49
46819,0,8.963672275615016,Fort Wayne,IN,6062,2515,18.31079%,4.229273103379908,49
46825,0,8.727940222393896,Fort Wayne,IN,15885,6599,25.4328%,4.206819460537649,49
46835,0,8.289037098278483,Fort Wayne,IN,20376,8358,29.64762%,4.404367459588017,49
46845,0,7.38025578842646,Fort Wayne,IN,9659,4485,40.78062%,4.665071722912233,49
46901,0,9.166806369952454,Kokomo,IN,26168,10814,16.03485%,4.164899635059078,49
46902,0,8.83127373772255,Kokomo,IN,23782,10105,20.78463%,4.256269657101662,49
46910,0,9.831185640780722,Akron,IN,1971,896,5.98681%,4.0147048566656345,49
46911,0,9.530900972993903,Amboy,IN,1090,486,7.98165%,4.1697417268195425,49
46913,0,8.865735152124781,Bringhurst,IN,1003,454,16.45065%,4.335200977097154,49
46914,0,9.29394595583098,Bunker Hill,IN,1343,617,13.70067%,4.151878609206789,49
46917,0,9.571435532348406,Camden,IN,1168,455,10.61644%,4.072319276650065,49
46919,0,9.229063985974285,Converse,IN,1582,689,15.73957%,4.134633134498004,49
46920,0,9.223848722000975,Cutler,IN,1019,466,12.85574%,4.21425067588591,49
46921,0,null,Deedsville,IN,49,23,0%,4.070222961573376,49
46923,0,9.174298600628918,Delphi,IN,5434,2316,14.17004%,4.209386808306794,49
46926,0,9.75452339939617,Denver,IN,1177,526,8.49618%,4.005863014151287,49
46928,0,9.548810611260068,Fairmount,IN,3726,1641,9.17874%,4.127047768390752,49
46929,0,9.446992273315185,Flora,IN,2182,923,13.29056%,4.069128458467469,49
46930,0,null,Fowlerton,IN,173,69,2.31214%,3.7871738131864574,49
46931,0,null,Fulton,IN,126,60,10.31746%,4.074855885638239,49
46932,0,9.060214913398545,Galveston,IN,2535,1147,11.83432%,4.3296531518296275,49
46933,0,9.685891087651035,Gas City,IN,4135,1736,9.38331%,4.030230306626731,49
46936,0,8.768107539675803,Greentown,IN,4143,1836,15.8098%,4.405022564809842,49
46938,0,9.645687854566217,Jonesboro,IN,2351,1021,8.37941%,4.087004019573886,49
46939,0,9.679968930891835,Kewanna,IN,1513,648,10.83939%,3.9888864492092146,49
46940,0,9.591717684555258,La Fontaine,IN,2003,890,6.98952%,4.1616246343720436,49
46941,0,9.83729432980133,Lagro,IN,829,361,6.15199%,4.00412349422643,49
46943,0,null,Laketon,IN,169,72,14.20118%,3.9057795555943042,49
46946,0,null,Liberty Mills,IN,91,44,8.79121%,3.977683958902792,49
46947,0,9.553433499191511,Logansport,IN,19607,7891,11.90901%,4.0454041117602495,49
46950,0,null,Lucerne,IN,411,195,16.05839%,4.046685008671542,49
46951,0,9.588365764325566,Macy,IN,1455,642,8.45361%,4.12364604980767,49
46952,0,9.146015161419625,Marion,IN,14932,6112,17.82079%,4.127427245383123,49
46953,0,9.73489137036065,Marion,IN,16376,6503,12.06644%,3.9058059193368746,49
46957,0,null,Matthews,IN,226,96,11.50443%,3.8813520229433753,49
46958,0,null,Mexico,IN,486,183,11.11111%,4.179135823800514,49
46959,0,null,Miami,IN,80,36,10%,4.341484548892187,49
46960,0,9.782731351400328,Monterey,IN,935,414,12.29947%,3.8491813903973577,49
46961,0,null,New Waverly,IN,45,17,0%,3.334290903570594,49
46962,0,9.159888828480085,North Manchester,IN,6055,2481,18.69529%,4.0952030269691075,49
46968,0,null,Ora,IN,73,28,9.58904%,4.234287792511439,49
46970,0,9.565704457114814,Peru,IN,16938,6840,9.95395%,4.095246655213841,49
46974,0,9.479451058842528,Roann,IN,1059,506,9.63173%,4.153872425956463,49
46975,0,9.532133974056732,Rochester,IN,9397,3913,10.75875%,4.09225905573108,49
46978,0,9.31739944426959,Royal Center,IN,1429,637,10.007%,4.234666782394946,49
46979,0,8.780480107033297,Russiaville,IN,2909,1306,15.74424%,4.400026412322624,49
46982,0,9.860057994608791,Silver Lake,IN,1664,769,6.67067%,3.9648674162124293,49
46985,0,9.809890903798543,Star City,IN,1106,492,7.59494%,3.9823261914113166,49
46986,0,9.213634938925614,Swayzee,IN,1221,532,10.48321%,4.2786126954284995,49
46987,0,null,Sweetser,IN,398,180,11.05528%,4.169034198509769,49
46988,0,9.654705629041903,Twelve Mile,IN,726,247,9.64187%,4.043112844886013,49
46989,0,8.593598522618644,Upland,IN,2109,974,31.7212%,4.139061043375067,49
46990,0,8.839421607620602,Urbana,IN,542,260,22.87823%,4.198468814020572,49
46991,0,9.462498888358917,Van Buren,IN,1355,612,11.43911%,4.113456755144883,49
46992,0,9.408617295560266,Wabash,IN,12133,5019,12.68441%,4.108999649914112,49
46994,0,8.971702399703325,Walton,IN,1806,786,15.94684%,4.282231299079176,49
46996,0,9.626745420122681,Winamac,IN,4550,1911,12%,3.9906284345576997,49
46998,0,null,Young America,IN,52,14,0%,3.7871738131864574,49
47001,0,9.2387334464774,Aurora,IN,7029,3004,13.28781%,4.193665476147558,49
47003,0,null,West College Corner,IN,378,189,8.99471%,3.9090636307954942,49
47006,0,8.61794309451638,Batesville,IN,6939,2859,22.9572%,4.338074485911645,49
47010,0,null,Bath,IN,272,104,17.27941%,3.957072849981855,49
47011,0,null,Bennington,IN,418,187,14.35407%,3.666921124961219,49
47012,0,9.586376669393536,Brookville,IN,6176,2641,9.34262%,4.099830321227397,49
47016,0,null,Cedar Grove,IN,433,180,8.54503%,4.1802164012960645,49
47017,0,null,Cross Plains,IN,288,117,9.375%,4.09809485441032,49
47018,0,9.68121861863258,Dillsboro,IN,2335,932,6.42398%,4.120105384561039,49
47019,0,null,East Enterprise,IN,39,19,12.82051%,4.452150116779706,49
47020,0,9.919016354153754,Florence,IN,687,299,3.78457%,3.989733580408403,49
47021,0,null,Friendship,IN,38,15,0%,4.032296271219442,49
47022,0,8.904086913938967,Guilford,IN,1984,908,16.83468%,4.304326005109644,49
47023,0,9.61560546008168,Holton,IN,975,407,7.07692%,4.14415388940811,49
47024,0,9.892932038596612,Laurel,IN,2059,965,4.41962%,3.9997012266943672,49
47025,0,8.746398334109042,Lawrenceburg,IN,12909,5574,19.76915%,4.3319240784446045,49
47030,0,9.595330626894961,Metamora,IN,944,425,8.68644%,4.112815093521913,49
47031,0,9.717037485158393,Milan,IN,3311,1419,7.6714%,4.060035513737768,49
47032,0,9.492658081928813,Moores Hill,IN,2019,913,10.50025%,4.122841473996635,49
47034,0,null,Napoleon,IN,79,39,3.79747%,3.9413244930137155,49
47035,0,null,New Trenton,IN,95,37,0%,4.12364604980767,49
47036,0,null,Oldenburg,IN,400,173,17.25%,4.396665585462871,49
47037,0,9.788637710857186,Osgood,IN,2854,1222,7.28802%,4.0123420743220715,49
47038,0,9.837775009170747,Patriot,IN,976,423,5.22541%,4.032296271219442,49
47040,0,9.315600882633676,Rising Sun,IN,3247,1380,12.04188%,4.183730257175573,49
47041,0,9.353141170607854,Sunman,IN,3413,1519,9.93261%,4.215757298832979,49
47042,0,9.634627234324935,Versailles,IN,2828,1271,12.02263%,3.984760882286954,49
47043,0,9.797182146165197,Vevay,IN,3454,1492,8.71453%,3.958147333698209,49
47060,0,8.973097896282471,West Harrison,IN,3913,1683,11.88347%,4.373988792597638,49
47102,0,9.988196280463082,Austin,IN,4716,2161,5.53435%,3.8226268234138177,49
47106,0,9.141097469234023,Borden,IN,2827,1297,14.14928%,4.227348065537576,49
47108,0,9.648530784697051,Campbellsburg,IN,1490,660,9.93289%,4.038860216935369,49
47111,0,9.581559041355757,Charlestown,IN,7665,3392,11.92433%,4.0265522198116495,49
47112,0,9.241354425505353,Corydon,IN,9484,4035,15.07803%,4.144713479504747,49
47114,0,null,Crandall,IN,88,39,9.09091%,4.288694048142323,49
47115,0,9.649691476083484,Depauw,IN,1526,679,12.18873%,3.9671715786686867,49
47116,0,9.828817884199099,Eckerty,IN,563,234,6.39432%,4.004314269251458,49
47117,0,9.417842227300435,Elizabeth,IN,2659,1208,10.30463%,4.168508175684959,49
47118,0,9.949464238776152,English,IN,2239,974,7.28004%,3.8267077891443035,49
47119,0,8.094988759303774,Floyds Knobs,IN,6377,2826,29.15164%,4.524047220045637,49
47120,0,9.904387147778964,Fredericksburg,IN,542,246,8.67159%,3.8402019240375536,49
47122,0,8.646465527120377,Georgetown,IN,5476,2456,19.55807%,4.396375692767338,49
47123,0,null,Grantsburg,IN,21,5,0%,3.3245502912383444,49
47124,0,8.695841342843883,Greenville,IN,2395,1144,18.20459%,4.394327295396047,49
47125,0,9.869051375215001,Hardinsburg,IN,1023,452,8.40665%,3.8960480831134774,49
47126,0,9.128479345495862,Henryville,IN,2307,1022,12.39705%,4.2767258394549765,49
47129,0,9.584521190044581,Clarksville,IN,13872,5290,11.5917%,4.034334793011722,49
47130,0,9.158415299111264,Jeffersonville,IN,26173,10628,16.44825%,4.158195659638117,49
47135,0,9.741968123371437,Laconia,IN,817,396,9.91432%,3.971838264504788,49
47136,0,8.543055850941965,Lanesville,IN,2475,1059,22.74747%,4.391093035371911,49
47137,0,9.82265703462158,Leavenworth,IN,1023,405,7.52688%,3.9737577872594394,49
47138,0,9.662561831426121,Lexington,IN,2930,1311,7.44027%,4.102838552598034,49
47139,0,null,Little York,IN,23,11,13.04348%,4.341484548892187,49
47140,0,9.890908770329268,Marengo,IN,1809,804,8.95522%,3.847871609347999,49
47141,0,9.696893794766453,Marysville,IN,970,409,10%,4.0036701207598036,49
47142,0,9.672563813902956,Mauckport,IN,667,288,11.994%,3.957072849981855,49
47143,0,9.295875660082446,Memphis,IN,1398,606,9.08441%,4.268501910152447,49
47145,0,9.761923988214342,Milltown,IN,1294,576,8.34621%,4.0034792227960105,49
47147,0,9.593218981411551,Nabb,IN,694,305,7.06052%,4.158829331915089,49
47150,0,9.19370273082316,New Albany,IN,31000,12700,17.93548%,4.093612127390518,49
47160,0,null,New Middletown,IN,23,9,0%,4.032296271219442,49
47161,0,9.434043766548907,New Salisbury,IN,2111,934,9.42681%,4.183431173312028,49
47162,0,null,New Washington,IN,410,210,13.17073%,3.8733106590345843,49
47163,0,9.469931564261438,Otisco,IN,1221,551,11.79361%,4.099353330705193,49
47164,0,9.712448105122451,Palmyra,IN,2361,1084,8.51334%,4.038237947988141,49
47165,0,9.523543981658042,Pekin,IN,3705,1605,10.68826%,4.099917007270576,49
47166,0,9.000113045928519,Ramsey,IN,870,380,16.55172%,4.252537062875691,49
47167,0,9.648014489106362,Salem,IN,9699,4114,10.98051%,4.007242999347665,49
47170,0,9.678467241209058,Scottsburg,IN,9173,3970,10.84705%,3.989733580408403,49
47172,0,8.830104317913793,Sellersburg,IN,8007,3436,20.09492%,4.2738159500294435,49
47174,0,null,Sulphur,IN,48,29,31.25%,4.591080186518052,49
47175,0,9.26188863385676,Taswell,IN,611,250,12.43863%,4.203034080596451,49
47177,0,null,Underwood,IN,403,190,6.94789%,3.943075255028612,49
47201,0,9.033245134153809,Columbus,IN,25079,10725,19.28307%,4.1612170762280005,49
47203,0,8.361941906144946,Columbus,IN,15929,6797,30.00816%,4.351763413137312,49
47220,0,9.42294862137501,Brownstown,IN,3285,1447,13.21157%,4.085532012184119,49
47223,0,9.847657667575458,Butlerville,IN,1395,441,5.51971%,4.0140200509567725,49
47224,0,null,Canaan,IN,410,190,2.92683%,4.038491590039933,49
47226,0,null,Clifford,IN,103,47,1.94175%,3.9253241516672746,49
47227,0,9.691778378847582,Commiskey,IN,950,442,10.94737%,3.97670395392246,49
47229,0,9.877554170509624,Crothersville,IN,2203,979,6.99047%,3.934622697680573,49
47230,0,10.008252891111209,Deputy,IN,1130,519,4.33628%,3.8165168864289907,49
47231,0,9.88466144828608,Dupont,IN,754,340,6.49867%,3.9418831214934213,49
47232,0,9.515616752828915,Elizabethtown,IN,1708,732,10.12881%,4.120105384561039,49
47234,0,9.631088103615504,Flat Rock,IN,1030,451,9.41748%,4.067047703190426,49
47235,0,8.858084222199162,Freetown,IN,1317,619,18.22324%,4.299580457647163,49
47240,0,9.448569560708433,Greensburg,IN,12826,5533,11.99127%,4.105492855100128,49
47243,0,9.236397906295473,Hanover,IN,3206,1419,16.71865%,4.102903331242653,49
47244,0,8.934850340289763,Hartsville,IN,573,238,11.16928%,4.410009803052201,49
47246,0,9.124782483614537,Hope,IN,2854,1261,16.46812%,4.176629983900704,49
47247,0,null,Jonesville,IN,90,35,3.33333%,4.046685008671542,49
47250,0,9.17812704961153,Madison,IN,14241,5671,18.20097%,4.097725673152331,49
47260,0,9.921965773781901,Medora,IN,1247,566,4.89174%,3.9508032369682593,49
47263,0,null,New Point,IN,155,77,1.93548%,4.0840798936366705,49
47264,0,9.974039208487072,Norman,IN,1040,486,4.51923%,3.88646250132887,49
47265,0,9.721305985943088,North Vernon,IN,12469,5531,8.95822%,4.0180738427591285,49
47270,0,9.80807736773147,Paris Crossing,IN,513,232,3.31384%,4.112601223887158,49
47272,0,9.776051829226445,Saint Paul,IN,1250,594,6.4%,4.0512460199991045,49
47273,0,9.473550432503476,Scipio,IN,1280,558,5.78125%,4.2558617568176285,49
47274,0,9.423352776090933,Seymour,IN,18351,7664,12.3699%,4.109450556669605,49
47280,0,9.797904789961063,Taylorsville,IN,587,264,4.94037%,4.074855885638239,49
47281,0,9.7721252343393,Vallonia,IN,953,393,7.24029%,4.0290678131057405,49
47282,0,null,Vernon,IN,162,68,5.55556%,3.8353853439991634,49
47283,0,9.521494800613105,Westport,IN,2213,996,10.75463%,4.098962881350088,49
47302,0,9.939047727934678,Muncie,IN,19847,8295,7.98609%,3.8166893853491,49
47303,0,9.19248185367487,Muncie,IN,14707,5834,20.14007%,4.029393511561481,49
47304,0,8.094073148069352,Muncie,IN,18746,7761,38.04545%,4.342692335069904,49
47305,0,10.021937032735671,Muncie,IN,3019,951,10.89765%,3.480809842946833,49
47320,0,9.641278276057378,Albany,IN,2839,1189,11.72948%,3.988934786091738,49
47325,0,null,Brownsville,IN,485,243,8.86598%,4.104953916795518,49
47326,0,9.900232259815455,Bryant,IN,1216,537,4.85197%,3.977438954013644,49
47327,0,9.702716852073644,Cambridge City,IN,3677,1635,11.74871%,3.9427710032089225,49
47330,0,9.488047863280759,Centerville,IN,3557,1582,12.14507%,4.078493766144821,49
47331,0,9.65265158120501,Connersville,IN,16592,6930,7.85318%,4.097334753806572,49
47334,0,8.93075873555827,Daleville,IN,2053,874,19.28885%,4.22662277411022,49
47336,0,9.87225485010503,Dunkirk,IN,2816,1245,5.22017%,3.9986704995537696,49
47337,0,null,Dunreith,IN,132,60,10.60606%,4.046685008671542,49
47338,0,9.758866322925,Eaton,IN,2137,972,10.62237%,3.932985156295397,49
47339,0,null,Economy,IN,387,166,15.76227%,4.007837239993704,49
47340,0,9.461410325931231,Farmland,IN,2106,922,11.25356%,4.119531849188893,49
47341,0,9.47654341275084,Fountain City,IN,1378,637,10.81277%,4.122926188153223,49
47342,0,9.337589572891646,Gaston,IN,2040,888,13.18627%,4.13939440677581,49
47344,0,null,Greensboro,IN,57,29,0%,4.002882386013149,49
47345,0,9.569831347174397,Greens Fork,IN,899,382,11.56841%,4.044900609379423,49
47346,0,9.082734247371036,Hagerstown,IN,2779,1154,15.83303%,4.22085914451163,49
47348,0,9.635738817791797,Hartford City,IN,7413,3092,11.42587%,4.002404696523235,49
47351,0,null,Kennard,IN,261,110,4.98084%,3.9627318990868505,49
47352,0,9.343996756788856,Lewisville,IN,690,287,8.4058%,4.258713288124429,49
47353,0,9.630562721059254,Liberty,IN,3944,1671,11.28296%,4.010897914936218,49
47354,0,9.71462464769875,Losantville,IN,918,413,11.43791%,3.943582329562568,49
47355,0,9.776392544732296,Lynn,IN,1964,857,7.94297%,4.0035268594477325,49
47356,0,9.206834232646894,Middletown,IN,4359,1854,14.33815%,4.185044738329926,49
47357,0,9.810439811486056,Milton,IN,743,317,8.07537%,3.9662308483896758,49
47358,0,9.630037062331072,Modoc,IN,717,337,10.59972%,4.032296271219442,49
47359,0,9.838255457598512,Montpelier,IN,2172,919,6.58379%,3.9894916954665414,49
47360,0,9.600624158088683,Mooreland,IN,1044,461,9.67433%,4.080396066013853,49
47361,0,null,Mount Summit,IN,103,46,18.4466%,4.20839560561329,49
47362,0,9.55867059537935,New Castle,IN,20373,8427,12.06499%,4.037799959961275,49
47368,0,9.590624414887088,Parker City,IN,1887,792,12.66561%,3.9969663622039313,49
47369,0,9.920049640835106,Pennville,IN,888,353,5.63063%,3.927618363192504,49
47371,0,9.515174503245529,Portland,IN,8310,3475,12.74368%,4.044556975792426,49
47373,0,9.875962181471376,Redkey,IN,1627,691,7.12969%,3.9319344503328866,49
47374,0,9.504799428706987,Richmond,IN,33114,13079,14.23265%,4.005029260507688,49
47380,0,9.774915271736365,Ridgeville,IN,1474,661,10.04071%,3.936844585311635,49
47381,0,null,Salamonia,IN,33,16,6.06061%,3.5593898823157453,49
47382,0,null,Saratoga,IN,116,46,0%,3.8925343288442837,49
47383,0,8.914357274485015,Selma,IN,1985,941,18.28715%,4.262957021731769,49
47384,0,9.588502797556337,Shirley,IN,1285,588,10.35019%,4.069284840588783,49
47385,0,9.064389316491878,Spiceland,IN,1101,492,13.3515%,4.29191878674433,49
47386,0,8.992806059426483,Springport,IN,881,390,13.8479%,4.319978343671223,49
47387,0,null,Straughn,IN,487,218,11.49897%,4.335663404366574,49
47390,0,9.857286533635413,Union City,IN,3611,1506,7.78178%,3.931267633934699,49
47392,0,null,Webster,IN,44,18,0%,3.626831163111278,49
47393,0,9.70094288005314,Williamsburg,IN,1013,461,9.18065%,4.026319079806275,49
47394,0,9.687629894522718,Winchester,IN,5943,2434,11.27377%,3.9694213460389203,49
47396,0,8.551981016901902,Yorktown,IN,4414,1921,23.51609%,4.36735972447736,49
47401,0,7.27655640271871,Bloomington,IN,20380,7557,56.09912%,4.43461042726032,49
47403,0,9.055789612127585,Bloomington,IN,16456,6571,23.18303%,4.03495931789333,49
47404,0,8.84779106484485,Bloomington,IN,11098,4318,27.6266%,4.059381240171149,49
47408,0,7.67275789664251,Bloomington,IN,11529,3903,55.67699%,4.200881335817238,49
47420,0,null,Avoca,IN,65,27,0%,3.998406735488645,49
47421,0,9.508665604526444,Bedford,IN,19188,7817,12.62768%,4.051723728538139,49
47424,0,9.477539085486564,Bloomfield,IN,6124,2629,12.67146%,4.0692178470895195,49
47427,0,9.934840860194123,Coal City,IN,724,307,7.18232%,3.8528783379388574,49
47429,0,9.002577922700276,Ellettsville,IN,4345,1932,18.64212%,4.1976633449611,49
47430,0,null,Fort Ritner,IN,50,22,0%,4.339542191342712,49
47431,0,9.95318206955998,Freedom,IN,822,344,8.39416%,3.777377849942826,49
47432,0,9.788076701024801,French Lick,IN,3046,1255,9.94747%,3.9263559956121097,49
47433,0,9.699656312254291,Gosport,IN,2229,967,7.62674%,4.073922102869715,49
47436,0,9.525661930231381,Heltonville,IN,942,407,8.70488%,4.15383143901284,49
47438,0,9.864278839310847,Jasonville,IN,3291,1349,10.72622%,3.8179832782570036,49
47441,0,9.768698226187489,Linton,IN,6529,2654,9.05192%,3.975084561389435,49
47443,0,9.870240958742492,Lyons,IN,871,375,9.18484%,3.866765145320702,49
47445,0,null,Midland,IN,29,11,0%,4.365998619557429,49
47446,0,9.838148711227788,Mitchell,IN,6996,2966,6.56089%,3.990265817337619,49
47448,0,8.94910546953925,Nashville,IN,5293,2163,22.61477%,4.125950297192909,49
47449,0,null,Newberry,IN,349,141,7.73639%,4.002882386013149,49
47451,0,9.784591397592273,Oolitic,IN,879,378,9.89761%,3.931755041997565,49
47452,0,9.79823814181703,Orleans,IN,3214,1404,9.33416%,3.936844585311635,49
47453,0,null,Owensburg,IN,366,157,4.64481%,3.9352106812910503,49
47454,0,9.772353284511327,Paoli,IN,4927,2085,11.71098%,3.881513899791329,49
47455,0,null,Patricksburg,IN,212,77,0%,4.030230306626731,49
47456,0,10.005863619152995,Quincy,IN,516,234,5.03876%,3.79945367973464,49
47459,0,9.595874844595468,Solsberry,IN,2305,1023,12.01735%,4.013736639288954,49
47460,0,9.581765987860823,Spencer,IN,7721,3305,11.55291%,4.037661505970065,49
47462,0,9.672878705110646,Springville,IN,3138,1395,7.20204%,4.10348648058935,49
47464,0,null,Stinesville,IN,60,27,13.33333%,4.023562591250688,49
47465,0,null,Switz City,IN,423,201,6.14657%,4.028672243022799,49
47467,0,null,Tunnelton,IN,34,21,0%,3.527904038667577,49
47468,0,8.529911963824013,Unionville,IN,828,342,31.15942%,4.203620402981297,49
47469,0,9.738377032472528,West Baden Springs,IN,1269,529,8.74704%,4.011797749671102,49
47470,0,9.69818391935025,Williams,IN,998,439,11.92385%,3.9403843920245083,49
47471,0,9.470471375340674,Worthington,IN,1818,760,14.41144%,4.02115037756559,49
47501,0,9.632072452548218,Washington,IN,11287,4584,11.11013%,4.015200159285356,49
47512,0,9.893285690051531,Bicknell,IN,3172,1322,6.27364%,3.9387305622639848,49
47513,0,9.772695262286105,Birdseye,IN,1148,503,5.92334%,4.068256372099594,49
47514,0,null,Branchville,IN,185,80,16.75676%,4.383157245292755,49
47515,0,9.82822506803558,Bristow,IN,700,317,4.14286%,4.073121096012203,49
47516,0,9.50599061407714,Bruceville,IN,827,355,14.75212%,3.9878445086486085,49
47519,0,null,Cannelburg,IN,349,142,7.73639%,4.093197738204083,49
47520,0,9.874470603465635,Cannelton,IN,1938,790,5.93395%,3.9732415214427395,49
47521,0,null,Celestine,IN,467,234,11.99143%,4.314537498082116,49
47522,0,null,Crane,IN,160,58,6.25%,4.081787383157418,49
47523,0,9.426257878198653,Dale,IN,2417,1043,10.75714%,4.152331197806529,49
47524,0,null,Decker,IN,447,173,8.50112%,3.919111224542322,49
47525,0,null,Derby,IN,298,129,13.75839%,3.992874247687944,49
47527,0,9.77826440778205,Dubois,IN,1123,479,2.84951%,4.150622811052667,49
47528,0,null,Edwardsport,IN,360,156,6.11111%,3.943582329562568,49
47529,0,9.851878418802897,Elnora,IN,839,366,9.17759%,3.8886065681795112,49
47531,0,null,Evanston,IN,419,188,10.26253%,4.196306208261163,49
47532,0,8.891098830616636,Ferdinand,IN,2969,1198,18.65948%,4.26908775338342,49
47535,0,null,Freelandville,IN,472,192,10.38136%,3.8925343288442837,49
47536,0,null,Fulda,IN,62,19,0%,3.569901924083117,49
47537,0,null,Gentryville,IN,402,192,7.71144%,4.074855885638239,49
47541,0,9.485544922916851,Holland,IN,796,336,11.05528%,4.111230685750821,49
47542,0,9.362546304865514,Huntingburg,IN,5616,2368,12.2151%,4.150416719632431,49
47545,0,null,Ireland,IN,28,8,0%,3.3245502912383444,49
47546,0,8.893984438939794,Jasper,IN,12876,5322,17.06275%,4.304855861545536,49
47550,0,9.305650551780507,Lamar,IN,594,256,12.79461%,4.16860922448024,49
47551,0,null,Leopold,IN,397,186,11.08312%,3.9444940677749947,49
47552,0,null,Lincoln City,IN,130,57,14.61539%,4.098876112554448,49
47553,0,9.526974266377731,Loogootee,IN,5146,2161,10.88224%,4.09225905573108,49
47557,0,9.423433587436891,Monroe City,IN,923,399,11.26761%,4.140144068352349,49
47558,0,9.949511990847407,Montgomery,IN,1829,875,3.82723%,3.9485618563708766,49
47561,0,9.854087202241,Oaktown,IN,933,390,7.9314%,3.929341962732601,49
47562,0,9.75272280064639,Odon,IN,2518,1122,8.49881%,4.007409364148965,49
47564,0,9.28933637820268,Otwell,IN,917,385,11.77754%,4.2055916181555295,49
47567,0,9.798737961337057,Petersburg,IN,4160,1684,8.36538%,3.9684825417767695,49
47568,0,9.806756363576357,Plainville,IN,629,293,9.69793%,3.9155996017752797,49
47574,0,null,Rome,IN,90,37,0%,3.9199419675174445,49
47575,0,9.579003173560242,Saint Anthony,IN,667,291,8.84558%,4.118574954183836,49
47576,0,null,Saint Croix,IN,280,120,15%,4.046685008671542,49
47577,0,9.27706400401909,Saint Meinrad,IN,763,258,12.05767%,4.204909013886436,49
47578,0,9.606226413637353,Sandborn,IN,655,282,6.41221%,4.167637619089204,49
47579,0,8.12533508671429,Santa Claus,IN,1329,606,34.38676%,4.4017586712433,49
47580,0,null,Schnellville,IN,123,42,7.31707%,3.9921745071833916,49
47581,0,9.844745532512365,Shoals,IN,2651,1080,5.99774%,4.0019505429521285,49
47584,0,null,Spurgeon,IN,80,34,12.5%,3.993886823104571,49
47585,0,null,Stendal,IN,312,120,10.25641%,4.210997774683375,49
47586,0,9.584589972931425,Tell City,IN,8303,3199,10.68289%,4.061635575020712,49
47588,0,null,Troy,IN,320,125,3.125%,3.5324630427878385,49
47590,0,null,Velpen,IN,466,214,3.64807%,3.993886823104571,49
47591,0,9.37695589894852,Vincennes,IN,16435,6645,17.32887%,3.9909184706552705,49
47596,0,null,Westphalia,IN,136,57,11.02941%,4.367741080304022,49
47597,0,9.73902556004294,Wheatland,IN,740,304,8.91892%,4.005863014151287,49
47598,0,9.816457993563025,Winslow,IN,2487,1080,7.80056%,3.9699397760873034,49
47601,0,9.356343666096025,Boonville,IN,9278,3967,12.2548%,4.15323560382493,49
47610,0,9.760828918798548,Chandler,IN,3542,1624,7.48165%,4.0317163929776205,49
47611,0,9.52806656577634,Chrisney,IN,868,363,8.98618%,4.144589223652914,49
47612,0,9.583970756564328,Cynthiana,IN,737,334,8.14111%,4.1347586335530035,49
47613,0,9.556267767368151,Elberfeld,IN,1603,681,11.22895%,4.064379047284159,49
47615,0,9.519074291124575,Grandview,IN,1173,518,7.92839%,4.178134241222571,49
47616,0,null,Griffin,IN,281,124,10.32028%,4.128923106908514,49
47619,0,9.566965314664873,Lynnville,IN,1095,486,8.21918%,4.1428675478453805,49
47620,0,9.031692060548524,Mount Vernon,IN,9300,4059,15.49462%,4.258713288124429,49
47630,0,8.109525659752872,Newburgh,IN,17767,7937,32.41403%,4.451479467029279,49
47631,0,9.403931521028369,New Harmony,IN,1467,571,13.5651%,4.086696557314722,49
47633,0,9.467614782006539,Poseyville,IN,1892,797,10.57082%,4.1350516701431435,49
47634,0,9.787571522938785,Richland,IN,1640,704,7.2561%,4.014327034787095,49
47635,0,9.410747396316522,Rockport,IN,3783,1657,12.95268%,4.099960264607736,49
47637,0,9.799847777776368,Tennyson,IN,1187,497,5.39174%,4.059697215268866,49
47638,0,8.898911905794401,Wadesville,IN,2149,963,16.10051%,4.324074243952987,49
47639,0,8.765302488748196,Haubstadt,IN,2357,1007,17.35257%,4.37362632566594,49
47640,0,9.981790285793302,Hazleton,IN,612,264,4.41176%,3.8775967644029414,49
47647,0,null,Buckskin,IN,62,22,0%,3.6950911216987277,49
47648,0,9.111293218374948,Fort Branch,IN,2776,1215,14.15706%,4.2441109307012725,49
47649,0,9.415645765160512,Francisco,IN,1053,453,9.78158%,4.18361060387734,49
47654,0,null,Mackey,IN,46,19,13.04348%,3.97257703651782,49
47660,0,9.580730826800856,Oakland City,IN,3433,1461,13.42849%,3.9798855583456816,49
47665,0,9.486759252149254,Owensville,IN,2260,943,12.56637%,4.066980559644694,49
47666,0,9.979939204696459,Patoka,IN,1086,461,5.98527%,3.82259817294181,49
47670,0,9.580247384683632,Princeton,IN,7912,3243,12.23458%,4.01786210654568,49
47683,0,null,Somerville,IN,253,102,8.3004%,4.160013693978545,49
