zipcode,superzip,rank,city,state,adultpop,households,college,income,centile
10027,0,9.360913230455557,New York,NY,34172,10798,28.93012%,3.547674984296175,49
10028,1,3.6375861597263857,New York,NY,36366,9188,77.73744%,5.283796446447152,49
10029,0,9.966556244003112,New York,NY,45347,17413,14.38684%,3.476614948303512,49
10030,0,10.032012684724414,New York,NY,15888,5853,12.43706%,3.341719810065345,49
10031,0,9.955130785687967,New York,NY,37700,12996,13.19098%,3.5643264916286252,49
10032,0,9.887104073285604,New York,NY,39631,13451,15.11695%,3.5980380245553127,49
10033,0,9.546669741249485,New York,NY,36538,12954,21.38869%,3.714172861800541,49
10034,0,9.64088826045181,New York,NY,26273,9856,21.59251%,3.6116203685669848,49
10035,0,10.068874864289374,New York,NY,20025,6586,8.67416%,3.2213834780760906,49
10036,0,7.653020413804189,New York,NY,15723,2480,52.78891%,4.285476911953557,49
10037,0,9.684709458731557,New York,NY,12320,3836,18.51461%,3.703405685684715,49
10038,0,8.771215062375383,New York,NY,10406,3010,35.3546%,3.8724677083078913,49
10039,0,10.064117198461096,New York,NY,13056,5297,8.36397%,3.323090244008248,49
10040,0,9.723104116372433,New York,NY,29590,10759,20.22305%,3.5867697599167867,49
10044,0,7.7702232041587855,New York,NY,6640,1840,45.90361%,4.370390319597724,49
10069,1,3.1354942159291497,New York,NY,1376,422,84.15698%,5.298402362935741,49
10128,1,5.0238805208462765,New York,NY,46757,12049,73.82852%,5.023996961435229,49
10162,1,3.091042453358316,New York,NY,1415,480,82.75619%,5.310766552857712,49
10165,0,null,New York,NY,11,6,100%,1.1840839253101836,49
10280,1,4.174387269895637,New York,NY,5422,1613,78.2737%,5.187809179892462,49
10282,1,6.53813982376767,New York,NY,1039,317,58.42156%,4.759197715375502,49
10301,0,8.44741429680832,Staten Island,NY,25512,8557,31.33819%,4.263656442299725,49
10302,0,9.136478523377727,Staten Island,NY,10246,3868,14.66914%,4.2166641071572535,49
10303,0,9.223454011121566,Staten Island,NY,13414,5807,15.43909%,4.146473432418933,49
10304,0,8.850230965588816,Staten Island,NY,24638,9560,23.99951%,4.159319550593989,49
10305,0,8.853093836138493,Staten Island,NY,26388,9702,18.41746%,4.297554893713298,49
10306,0,8.478036476215044,Staten Island,NY,38846,14986,20.49889%,4.478986816112874,49
10307,0,8.289790583181643,Staten Island,NY,7544,3112,20.62566%,4.577904738995935,49
10308,0,8.385260520155413,Staten Island,NY,18333,7473,21.14766%,4.519171241769945,49
10309,0,8.276903481267057,Staten Island,NY,17713,7013,22.79682%,4.544581719768035,49
10310,0,8.552174160311482,Staten Island,NY,14110,5713,24.68462%,4.341484548892187,49
10312,0,8.153061946801051,Staten Island,NY,38824,16183,23.78683%,4.591292433902758,49
10314,0,8.235890725928495,Staten Island,NY,58227,22693,26.82604%,4.4914587874557235,49
10451,0,10.05035462834568,Bronx,NY,23274,9702,9.91235%,3.376852433629457,49
10452,0,10.071794697944505,Bronx,NY,38423,16976,6.46228%,3.314381258336561,49
10453,0,10.0650109866928,Bronx,NY,40143,18113,7.83449%,3.3466109515522207,49
10454,0,10.081926582065858,Bronx,NY,18591,7725,4.21172%,3.074096034122755,49
10455,0,10.071372061532314,Bronx,NY,20341,8679,6.18947%,3.3407015223888017,49
10456,0,10.075169374225737,Bronx,NY,41232,18062,6.6817%,3.2230514946119704,49
10457,0,10.068111764371048,Bronx,NY,37442,16182,7.90289%,3.2908109237559913,49
10458,0,10.020737112586367,Bronx,NY,40609,17576,11.87422%,3.4329508612153057,49
10459,0,10.0715834020661,Bronx,NY,20976,9000,7.42754%,3.2544305958900557,49
10460,0,10.062711058084105,Bronx,NY,28729,12610,7.74479%,3.3782361111005033,49
10461,0,8.82981174915805,Bronx,NY,36068,12189,22.7986%,4.207033608479848,49
10462,0,9.478227817099784,Bronx,NY,46751,18313,18.26057%,3.888740458228139,49
10463,0,8.576970395452099,Bronx,NY,45788,16143,32.99773%,4.115571175169298,49
10464,0,7.789040401657477,Bronx,NY,3524,1144,33.76845%,4.596014601240557,49
10465,0,9.008346579384707,Bronx,NY,29433,11268,16.39656%,4.250693538310327,49
10466,0,9.355133116877724,Bronx,NY,42221,16951,16.59601%,4.028998070319599,49
10467,0,9.78131991856192,Bronx,NY,57954,22657,15.89882%,3.70941245187956,49
10468,0,9.966650127493768,Bronx,NY,45226,18311,13.03454%,3.5460172358461177,49
10469,0,8.994420665751292,Bronx,NY,42025,15743,20.63534%,4.150437362200922,49
10470,0,9.094143577573671,Bronx,NY,11083,3987,19.56149%,4.113478174928244,49
10471,0,7.172424577124845,Bronx,NY,17090,5323,49.33294%,4.6226436322586855,49
10472,0,10.024642674092595,Bronx,NY,37071,15819,9.95927%,3.5182963315333526,49
10473,0,9.904187307650401,Bronx,NY,33247,14380,11.27019%,3.739289971468474,49
10474,0,10.081633737919603,Bronx,NY,5606,2479,3.67463%,3.155672305552352,49
10475,0,8.883085524404578,Bronx,NY,27476,9855,21.50968%,4.203444527415272,49
10501,1,null,Amawalk,NY,468,208,58.33333%,5.065874459950078,49
10502,1,5.579729825986222,Ardsley,NY,3313,1392,59.7042%,5.030999854981447,49
10503,1,null,Ardsley on Hudson,NY,108,40,96.2963%,5.358871397637711,49
10504,1,4.61512051684126,Armonk,NY,4651,2029,60.65362%,5.263579948391902,49
10506,1,3.4339872044851463,Bedford,NY,3659,1579,70.31976%,5.384011000695807,49
10507,0,7.310550158534422,Bedford Hills,NY,5104,1486,34.34561%,4.790296971113934,49
10509,0,7.58629630715272,Brewster,NY,12530,5008,35.69034%,4.657196061972206,49
10510,1,3.871201010907891,Briarcliff Manor,NY,6431,2629,70.75105%,5.309073313399535,49
10511,0,8.149312843635345,Buchanan,NY,1516,603,25.19789%,4.567843326361575,49
10512,0,7.6708948313621175,Carmel,NY,16274,6364,32.3768%,4.672299722544263,49
10514,1,1.6094379124341003,Chappaqua,NY,7648,3408,79.41946%,5.5129516162275625,49
10516,0,7.307872780763706,Cold Spring,NY,3754,1438,40.86308%,4.693040027724728,49
10518,1,2.833213344056216,Cross River,NY,1066,486,71.7636%,5.423586974422687,49
10519,0,null,Croton Falls,NY,94,33,40.42553%,4.573703357621864,49
10520,1,6.493753839851686,Croton on Hudson,NY,9096,3264,50.91249%,4.877873129349618,49
10522,0,6.709304340258298,Dobbs Ferry,NY,7029,2578,50.61886%,4.802157834625003,49
10523,0,7.719573989259581,Elmsford,NY,5030,1871,33.75745%,4.629877432617726,49
10524,0,7.051855622955894,Garrison,NY,2979,1144,46.96207%,4.711891375509228,49
10526,1,5.003946305945459,Goldens Bridge,NY,1094,455,70.01828%,5.071419275763255,49
10527,1,5.0369526024136295,Granite Springs,NY,704,312,71.59091%,5.046543475587461,49
10528,0,6.851184927493743,Harrison,NY,8620,3398,44.59397%,4.83085291087085,49
10530,1,6.29156913955832,Hartsdale,NY,9864,3558,58.66788%,4.844871891296304,49
10532,0,7.592366128519796,Hawthorne,NY,4817,1376,27.98422%,4.773752794171443,49
10533,1,5.501258210544727,Irvington,NY,5057,2067,61.24184%,5.029862592523824,49
10535,0,null,Jefferson Valley,NY,260,85,41.53846%,4.494121635197513,49
10536,1,5.308267697401205,Katonah,NY,6951,2831,58.48079%,5.106116974345054,49
10537,0,8.096817470572319,Lake Peekskill,NY,1395,556,32.61649%,4.455952402729445,49
10538,1,3.9318256327243257,Larchmont,NY,11598,4708,70.97775%,5.301437992326524,49
10541,0,7.569411792450712,Mahopac,NY,17474,7209,31.88738%,4.723435771865054,49
10543,0,7.3783837129967145,Mamaroneck,NY,13614,5132,40.62729%,4.66826892113107,49
10546,1,4.5217885770490405,Millwood,NY,825,349,70.90909%,5.187633819775494,49
10547,0,7.432483807917119,Mohegan Lake,NY,5547,2177,37.06508%,4.7044597104151435,49
10548,0,7.818832443803404,Montrose,NY,2895,1049,28.29016%,4.675302408168469,49
10549,1,6.670766320845874,Mount Kisco,NY,10518,4018,48.87811%,4.843543572361187,49
10550,0,9.448727152703086,Mount Vernon,NY,24282,9202,16.67902%,3.9625328329856955,49
10552,0,7.937374696163295,Mount Vernon,NY,15189,5107,36.76345%,4.465350261932027,49
10553,0,8.794673401383422,Mount Vernon,NY,6208,2510,22.51933%,4.2364077677024525,49
10560,1,6.2324480165505225,North Salem,NY,3442,1338,49.27368%,4.980224882671859,49
10562,0,7.81237820598861,Ossining,NY,22389,7231,36.3616%,4.5397772199163935,49
10566,0,8.830250570199247,Peekskill,NY,15037,5402,21.79956%,4.2317646341231745,49
10567,0,7.142036574706803,Cortlandt Manor,NY,11562,4770,39.93254%,4.783066967888165,49
10570,1,5.616771097666572,Pleasantville,NY,7898,3236,59.78729%,5.019418607615854,49
10573,0,8.349011198176003,Port Chester,NY,24729,8948,28.82041%,4.3849841319641465,49
10576,1,3.295836866004329,Pound Ridge,NY,3257,1380,70.46362%,5.3931806283175545,49
10577,1,2.302585092994046,Purchase,NY,1573,663,69.67578%,5.4994038391992355,49
10578,0,null,Purdys,NY,461,194,40.34707%,4.7988989326926,49
10579,0,7.164720378771857,Putnam Valley,NY,5348,2193,40.48242%,4.76657960020136,49
10580,1,4.6913478822291435,Rye,NY,11312,4488,68.06047%,5.182926716852853,49
10583,1,4.007333185232471,Scarsdale,NY,26102,10873,70.36626%,5.299487182046999,49
10588,0,7.583756300707112,Shrub Oak,NY,1397,567,32.78454%,4.703796678924033,49
10589,1,6.447305862541213,Somers,NY,5904,2228,52.52371%,4.871642156115249,49
10590,1,5.545177444479562,South Salem,NY,4673,2057,62.40103%,5.008907802842073,49
10591,0,7.440146680662688,Tarrytown,NY,15072,5414,43.35855%,4.597372865743324,49
10594,0,7.293697720601438,Thornwood,NY,3407,1371,33.34312%,4.810466620748062,49
10595,0,7.182352111885263,Valhalla,NY,4346,1538,44.15554%,4.700271253020774,49
10597,1,null,Waccabuc,NY,215,83,80.93023%,5.566515733342725,49
10598,0,6.840546529288687,Yorktown Heights,NY,19932,8219,43.39254%,4.849961719706448,49
10601,0,8.66319648553608,White Plains,NY,6412,1877,31.6126%,4.088320453661016,49
10603,0,7.785720896534624,White Plains,NY,11887,4130,37.7387%,4.527091556582774,49
10604,0,7.681099001536359,West Harrison,NY,7289,2675,35.56043%,4.616702433268259,49
10605,1,6.131226489483141,White Plains,NY,12666,4738,55.50292%,4.937567703634691,49
10606,0,8.252185436003328,White Plains,NY,10835,3622,30.73373%,4.403359952610274,49
10607,1,6.654152520183219,White Plains,NY,5544,2002,46.13997%,4.885638048491635,49
10701,0,9.368369236201092,Yonkers,NY,39354,15330,18.52925%,3.958371906423764,49
10703,0,8.835210463664092,Yonkers,NY,13682,5144,19.81435%,4.277415699121791,49
10704,0,8.467372496432281,Yonkers,NY,21747,7693,22.78935%,4.439128588586665,49
10705,0,9.250330020192342,Yonkers,NY,23233,9344,20.61723%,3.9750601500638556,49
10706,1,5.3612921657094255,Hastings on Hudson,NY,6600,2522,63.60606%,5.038615504739136,49
10707,0,7.204892510204673,Tuckahoe,NY,6645,2554,41.76072%,4.727909806346893,49
10708,1,6.257667587882639,Bronxville,NY,16504,5763,55.05332%,4.903369260387811,49
10709,0,7.026426808699636,Eastchester,NY,6530,2536,46.30934%,4.732215086736586,49
10710,0,8.027476530860483,Yonkers,NY,18718,6928,31.00758%,4.525435939068978,49
10801,0,8.662331957082475,New Rochelle,NY,23614,8399,25.41289%,4.253727103392047,49
10803,1,5.916202062607435,Pelham,NY,8002,3246,58.34791%,4.9664897270670245,49
10804,1,4.430816798843313,New Rochelle,NY,9745,4033,70.01539%,5.225870859550208,49
10805,0,8.276394704863307,New Rochelle,NY,13097,4176,31.8928%,4.362537958090019,49
10901,0,7.065613363597717,Suffern,NY,14901,5698,43.58768%,4.7568744472006985,49
10913,0,7.027314514039777,Blauvelt,NY,3212,1277,39.85056%,4.825170402196759,49
10916,0,7.790696031174738,Campbell Hall,NY,2636,1029,29.2868%,4.670341631786585,49
10917,0,7.449498005382849,Central Valley,NY,1080,482,42.12963%,4.6146055327745765,49
10918,0,7.997326822998097,Chester,NY,7859,2910,26.35195%,4.624311810556369,49
10919,0,null,Circleville,NY,321,138,27.1028%,4.456908316365741,49
10920,0,7.4570320891223805,Congers,NY,6119,2505,35.65942%,4.71575045499967,49
10921,0,8.34972083747249,Florida,NY,2546,1067,25.29458%,4.457575336335388,49
10923,0,8.457443187010464,Garnerville,NY,5909,2260,24.30191%,4.413627161855412,49
10924,0,8.00202481821611,Goshen,NY,8315,2865,30.71557%,4.545581421236434,49
10925,0,8.746080217357513,Greenwood Lake,NY,3336,1235,17.98561%,4.371613354176062,49
10926,0,8.162801353492073,Harriman,NY,2089,892,31.97702%,4.430975119643247,49
10927,0,9.543808099577097,Haverstraw,NY,6110,2172,11.19476%,4.072207843051595,49
10928,0,8.607764889600624,Highland Falls,NY,3750,1388,21.62667%,4.3741042099783884,49
10930,0,7.429520842786462,Highland Mills,NY,4770,2033,35.36687%,4.731650402396417,49
10931,0,null,Hillburn,NY,457,177,16.6302%,4.309049273139033,49
10940,0,9.040263541598666,Middletown,NY,27382,10506,16.7044%,4.223486543794891,49
10941,0,8.663714844079005,Middletown,NY,8676,3514,21.38082%,4.347119663940704,49
10950,0,8.575462099540212,Monroe,NY,19567,8995,23.65207%,4.350077271066078,49
10952,0,8.055475141757274,Monsey,NY,15786,6840,37.83099%,4.371976677608187,49
10954,0,7.427144133408616,Nanuet,NY,15587,6071,39.27632%,4.671932170897016,49
10956,1,6.393590753950631,New City,NY,21416,8625,52.98842%,4.887039899360327,49
10958,0,8.525359754082631,New Hampton,NY,2043,746,20.41116%,4.451509902563526,49
10960,0,7.346010209913293,Nyack,NY,10303,3452,47.24838%,4.568277648529278,49
10962,0,7.123672785204607,Orangeburg,NY,4241,1406,39.40108%,4.797734110196307,49
10963,0,9.05157907959124,Otisville,NY,3623,709,7.81121%,4.421199870738605,49
10964,1,5.978885764901122,Palisades,NY,964,357,58.19502%,4.9489066881134915,49
10965,0,7.264730177929867,Pearl River,NY,10015,3951,38.37244%,4.750653123522283,49
10968,0,6.705639094860003,Piermont,NY,1753,590,53.96463%,4.754343355682567,49
10969,0,8.965717788984849,Pine Island,NY,630,243,15.39683%,4.298852341200016,49
10970,0,7.666221925662725,Pomona,NY,6615,2571,39.75812%,4.54839494578657,49
10973,0,8.636574948436317,Slate Hill,NY,1187,495,17.01769%,4.454053066925792,49
10974,0,8.032035314398824,Sloatsburg,NY,2117,843,24.94095%,4.628779284960265,49
10975,0,null,Southfields,NY,198,43,30.80808%,4.086696557314722,49
10976,0,6.825460036255307,Sparkill,NY,1065,254,41.59624%,4.878689691061568,49
10977,0,8.516793111394898,Spring Valley,NY,27800,11141,27.17986%,4.310244072043044,49
10980,0,7.892452043520352,Stony Point,NY,8509,3422,25.51416%,4.686504059747828,49
10983,0,7.176254532017144,Tappan,NY,3961,1671,44.40798%,4.700069372255233,49
10984,0,7.321849713788356,Thiells,NY,1633,633,31.59828%,4.822964254298341,49
10985,0,null,Thompson Ridge,NY,28,17,0%,4.46162886073425,49
10986,0,7.601402334583733,Tomkins Cove,NY,1204,444,30.56479%,4.732041574941092,49
10987,0,6.880384082186005,Tuxedo Park,NY,2340,942,47.47863%,4.778821766924493,49
10989,0,7.103322062526113,Valley Cottage,NY,6795,2449,41.98675%,4.768847344479631,49
10990,0,7.911690520708339,Warwick,NY,12857,4980,29.98367%,4.603992793133071,49
10992,0,7.96102146588337,Washingtonville,NY,5722,2409,28.20692%,4.611440486501451,49
10993,0,9.021115038865434,West Haverstraw,NY,2856,1107,11.90476%,4.34811779848891,49
10994,1,6.137727054086234,West Nyack,NY,4684,1825,50.21349%,4.998647054784189,49
10996,0,7.262628600974241,West Point,NY,1914,929,62.59143%,4.304714611950922,49
10998,0,8.730043953245016,Westtown,NY,2298,942,19.58224%,4.345018711494069,49
11001,0,7.564757012905729,Floral Park,NY,17715,6863,34.62038%,4.683014170548261,49
11003,0,8.374938143835367,Elmont,NY,26413,9867,21.30012%,4.522074188432139,49
11004,0,7.946263643580541,Glen Oaks,NY,10733,3798,34.99488%,4.495129289973741,49
11005,0,6.946975992135418,Floral Park,NY,2181,569,47.59285%,4.741384975081796,49
11010,0,8.26796230533871,Franklin Square,NY,17722,6723,23.68243%,4.533096143995355,49
11020,1,4.976733742420574,Great Neck,NY,2773,1178,67.21961%,5.1122781076556,49
11021,1,6.418364935936212,Great Neck,NY,14808,5208,56.94895%,4.82242845294071,49
11023,1,5.648974238161206,Great Neck,NY,5835,2407,62.05655%,4.984430939399382,49
11024,1,5.703782474656201,Great Neck,NY,4608,1841,52.10503%,5.086650826651597,49
11030,1,4.465908118654584,Manhasset,NY,11864,4789,63.15745%,5.27059461772835,49
11040,0,7.60688453121963,New Hyde Park,NY,27440,10799,35.33892%,4.6539003483574515,49
11050,1,6.364750756851911,Port Washington,NY,20162,7799,53.20405%,4.893793565271555,49
11096,0,9.524786081697178,Inwood,NY,5021,1893,9.75901%,4.125232092963305,49
11101,0,9.640172836532642,Long Island City,NY,16409,5625,20.59845%,3.657453026445238,49
11102,0,9.097171673870545,Astoria,NY,24353,8080,25.77506%,3.918435998162378,49
11103,0,9.052282067317908,Astoria,NY,31029,10105,24.00335%,4.012200050082003,49
11104,0,8.846065190692881,Sunnyside,NY,21778,6908,28.58848%,4.031739637148857,49
11105,0,8.776167099731275,Astoria,NY,30169,10330,28.06523%,4.101714173141107,49
11106,0,9.076351731972865,Astoria,NY,30267,9931,26.04156%,3.926690903911179,49
11201,0,6.7226297948554485,Brooklyn,NY,36260,9089,57.50965%,4.692955763207368,49
11203,0,9.342858751676328,Brooklyn,NY,53501,20705,16.26325%,4.047279159795627,49
11204,0,9.377717481384314,Brooklyn,NY,48359,18939,19.55582%,3.9168756124628037,49
11205,0,9.544667452251007,Brooklyn,NY,20789,7256,24.46005%,3.5774581086772246,49
11206,0,10.067687568216387,Brooklyn,NY,38688,15734,7.52688%,3.3260549258967758,49
11207,0,10.035304977156315,Brooklyn,NY,47565,20665,9.01083%,3.5142173883804437,49
11208,0,10.02698754852174,Brooklyn,NY,48507,20728,7.93906%,3.606450923460148,49
11209,0,8.277666160851503,Brooklyn,NY,52332,17028,35.49262%,4.2794824272721455,49
11210,0,8.725507328484445,Brooklyn,NY,36958,14844,26.71411%,4.175686118334383,49
11211,0,9.902787307421734,Brooklyn,NY,45874,17749,18.4004%,3.3972321973658364,49
11212,0,10.058609189403429,Brooklyn,NY,46709,20724,8.0477%,3.4082858655594546,49
11213,0,9.901235017482835,Brooklyn,NY,37801,15390,12.79331%,3.6795389672681047,49
11214,0,9.235910648087712,Brooklyn,NY,59256,21864,21.28561%,3.9640236295989935,49
11215,0,7.347943823148687,Brooklyn,NY,45146,13709,53.00359%,4.459377298971122,49
11216,0,9.90038273758265,Brooklyn,NY,35109,12815,12.68621%,3.685526589540233,49
11217,0,7.804659297056102,Brooklyn,NY,26126,7107,50.09952%,4.254525878295995,49
11218,0,9.03884005381381,Brooklyn,NY,46942,17134,26.55191%,3.9393671240576675,49
11219,0,9.862353009177573,Brooklyn,NY,48713,19630,14.48073%,3.6674555933286634,49
11220,0,9.893134140456636,Brooklyn,NY,57009,21250,12.36471%,3.7101168359710943,49
11221,0,10.037756173341162,Brooklyn,NY,42288,17588,9.06167%,3.4995115298805723,49
11222,0,9.340491056441229,Brooklyn,NY,28046,8880,21.21871%,3.8875083620003235,49
11223,0,9.300638009956963,Brooklyn,NY,52042,20261,20.65447%,3.9375841188112766,49
11224,0,9.64639934516898,Brooklyn,NY,34392,12758,20.71121%,3.645029703479366,49
11225,0,9.723702775394143,Brooklyn,NY,39593,16086,15.54063%,3.787914279714181,49
11226,0,9.898977397058243,Brooklyn,NY,63341,25967,12.3664%,3.7016967110084478,49
11228,0,8.663023639627777,Brooklyn,NY,29585,10781,23.87697%,4.290056894383889,49
11229,0,8.706986763048892,Brooklyn,NY,55405,21193,29.10026%,4.12389996639962,49
11230,0,8.854522203757432,Brooklyn,NY,56227,21502,30.69344%,3.957197880403219,49
11231,0,8.122074375362217,Brooklyn,NY,23361,7884,44.95099%,4.152516295813464,49
11232,0,9.881855252409014,Brooklyn,NY,16836,5954,13.54241%,3.678383564470631,49
11233,0,10.01748565658954,Brooklyn,NY,35343,14857,10.4462%,3.520349257806558,49
11234,0,8.493310250952906,Brooklyn,NY,58644,23464,24.74251%,4.38163768404239,49
11235,0,8.822616945344176,Brooklyn,NY,57406,19813,31.28419%,3.9667013241508595,49
11236,0,9.094480485881647,Brooklyn,NY,59451,24333,19.33189%,4.119531849188893,49
11237,0,10.063989449190156,Brooklyn,NY,25752,11162,7.29652%,3.3891915998161903,49
11238,0,8.56197533418813,Brooklyn,NY,33671,10254,35.75183%,4.047416113983617,49
11239,0,9.862144589001746,Brooklyn,NY,9843,3773,15.56436%,3.6189742916160577,49
11354,0,8.98619632032839,Flushing,NY,39874,13472,25.37744%,4.017438679564716,49
11355,0,8.927314111060596,Flushing,NY,58834,20821,28.30506%,3.972306110110713,49
11356,0,8.809116258125274,College Point,NY,13591,5252,20.03532%,4.288137569607498,49
11357,0,8.326516830239528,Whitestone,NY,29807,10905,27.39289%,4.430321199863949,49
11358,0,8.327484416188264,Flushing,NY,27162,9998,29.99411%,4.374713458469657,49
11360,0,7.571473648851271,Bayside,NY,15453,5374,42.38012%,4.5474118275114614,49
11361,0,8.077136638538454,Bayside,NY,21374,7485,34.97708%,4.421278477150333,49
11362,0,7.572502985020384,Little Neck,NY,13123,4959,41.45394%,4.563408583507836,49
11363,0,7.21081845347222,Little Neck,NY,5006,1911,48.52178%,4.614890787485194,49
11364,0,7.9420068084898565,Oakland Gardens,NY,25324,9616,38.44574%,4.428949819025345,49
11365,0,8.318254328798846,Fresh Meadows,NY,29238,11310,32.61509%,4.320673700827616,49
11366,0,7.584264818389059,Fresh Meadows,NY,9383,3510,41.40467%,4.559228022412153,49
11367,0,8.413387022690648,Flushing,NY,25388,10076,34.36269%,4.210260522644441,49
11368,0,9.821680789832037,Corona,NY,58915,21446,11.49622%,3.837247087171162,49
11369,0,9.504426892100957,East Elmhurst,NY,22768,8299,13.33011%,4.033130641803347,49
11370,0,9.252057965328051,East Elmhurst,NY,29538,7285,15.03149%,4.140206634186791,49
11372,0,9.105202053852878,Jackson Heights,NY,48962,16290,23.66529%,3.981350727513045,49
11373,0,9.179571838304547,Elmhurst,NY,71522,24328,23.11596%,3.9450002300451623,49
11374,0,8.234564993267135,Rego Park,NY,32851,11181,40.75066%,4.180276509614944,49
11375,0,7.564238475170491,Forest Hills,NY,55212,18079,48.94407%,4.424165921183945,49
11377,0,9.146228426508939,Woodside,NY,61205,20632,22.97035%,3.972946312045599,49
11378,0,9.114930187171524,Maspeth,NY,24019,9073,15.47525%,4.208415085394578,49
11379,0,8.651374372882257,Middle Village,NY,21622,7798,20.1369%,4.381114343662954,49
11385,0,9.532568788180548,Ridgewood,NY,63373,25052,14.26633%,3.9856116999234157,49
11411,0,8.373322820996535,Cambria Heights,NY,14366,5479,24.57191%,4.459755320909918,49
11412,0,8.944289319650697,Saint Albans,NY,24476,8717,17.16784%,4.27058712375268,49
11413,0,8.574140471857987,Springfield Gardens,NY,26492,10300,22.29352%,4.380803511964178,49
11414,0,8.690474003558043,Howard Beach,NY,21140,7872,19.26679%,4.3749604780885765,49
11415,0,8.274611946209552,Kew Gardens,NY,15013,4717,39.51908%,4.18043647496734,49
11416,0,9.661352295040318,Ozone Park,NY,14809,5780,9.86562%,4.031646834672828,49
11417,0,9.36717316600297,Ozone Park,NY,18287,7134,11.74058%,4.160340146327672,49
11418,0,9.179881164491475,Richmond Hill,NY,23336,8579,19.74203%,4.051382432022087,49
11419,0,9.53488460916053,South Richmond Hill,NY,30168,11461,11.15752%,4.0790471511816095,49
11420,0,9.245900547374733,South Ozone Park,NY,28697,10935,12.83061%,4.2025452407961446,49
11421,0,9.0583540149783,Woodhaven,NY,24330,9199,17.26264%,4.199253976148839,49
11422,0,8.557759153162898,Rosedale,NY,19072,7380,20.93645%,4.419107319213897,49
11423,0,8.808518618782816,Hollis,NY,20399,7369,23.97667%,4.190503321275131,49
11426,0,8.227375506834035,Bellerose,NY,13116,4692,27.66087%,4.480765362104154,49
11427,0,8.440312147080279,Queens Village,NY,15756,6030,28.6494%,4.330135266739154,49
11428,0,8.67060073804555,Queens Village,NY,13331,5034,20.69612%,4.356050276559714,49
11429,0,8.842026529498812,Queens Village,NY,17352,6488,18.09013%,4.312997512529883,49
11430,0,null,Jamaica,NY,68,20,0%,4.713159642949489,49
11432,0,8.658519127506672,Jamaica,NY,37297,12614,29.29994%,4.156210609229747,49
11433,0,9.683651026979414,Jamaica,NY,16933,6632,12.2778%,3.9391888497409,49
11434,0,9.130864170474386,Jamaica,NY,37484,14060,16.4817%,4.172889687540295,49
11435,0,9.18471482433721,Jamaica,NY,35290,12590,21.32332%,3.999222014813717,49
11436,0,9.457669090078747,Jamaica,NY,10944,4262,13.22186%,4.0650973347694235,49
11501,0,8.051659556841953,Mineola,NY,14000,4988,30.09286%,4.52978812560548,49
11507,0,7.1592919047975645,Albertson,NY,5425,2184,41.51152%,4.752302293156204,49
11509,1,6.587550014824796,Atlantic Beach,NY,2091,819,49.06743%,4.867918991894661,49
11510,0,7.4977617006225685,Baldwin,NY,21916,8709,36.45738%,4.686744643011306,49
11514,0,7.6128310304073565,Carle Place,NY,3578,1395,32.44829%,4.698153114387869,49
11516,0,7.343426229147367,Cedarhurst,NY,4819,1903,46.87695%,4.575779273652248,49
11518,0,8.041091003708633,East Rockaway,NY,7738,2962,30.74438%,4.521846727532181,49
11520,0,8.618666160346871,Freeport,NY,28315,10125,20.59333%,4.3897963719382425,49
11530,1,5.87493073085203,Garden City,NY,17597,7189,57.4132%,4.98660281357076,49
11542,0,8.303999970955196,Glen Cove,NY,19588,7031,27.8691%,4.430772750254142,49
11545,1,6.133398042996649,Glen Head,NY,8170,3376,52.98654%,4.9681737618237705,49
11547,0,null,Glenwood Landing,NY,496,194,24.59677%,4.696888468099127,49
11548,0,7.2115567333138015,Greenvale,NY,984,358,42.78455%,4.70826453583072,49
11550,0,9.169622538697624,Hempstead,NY,34027,12028,16.54275%,4.149509759443479,49
11552,0,7.780720886117918,West Hempstead,NY,15574,6077,33.17067%,4.61066008885672,49
11553,0,8.531293315795018,Uniondale,NY,14982,4967,19.21639%,4.470764354010035,49
11554,0,7.992268643270745,East Meadow,NY,25904,9770,29.01096%,4.581552982438076,49
11557,1,6.61472560020376,Hewlett,NY,5460,2240,48.60806%,4.863404395044387,49
11558,0,8.403352374992478,Island Park,NY,6192,2277,19.47674%,4.538841369895108,49
11559,1,6.345636360828596,Lawrence,NY,5023,2098,52.51842%,4.906885332651299,49
11560,0,6.872128101338986,Locust Valley,NY,4849,1879,44.56589%,4.8239209029179175,49
11561,0,7.794411205726601,Long Beach,NY,29757,9353,38.0045%,4.517916415987286,49
11563,0,7.8961806086154915,Lynbrook,NY,16644,6162,30.53353%,4.600451872232008,49
11565,0,7.342131730584722,Malverne,NY,6505,2641,36.91007%,4.739260422430315,49
11566,0,6.966024187106113,Merrick,NY,24058,10152,42.45158%,4.81057248790605,49
11568,1,2.70805020110221,Old Westbury,NY,2171,869,64.90096%,5.48474755467818,49
11569,0,6.693323668269949,Point Lookout,NY,1287,436,49.96115%,4.818147031041663,49
11570,1,6.505784060128229,Rockville Centre,NY,18929,7229,49.38982%,4.894968517583026,49
11572,0,7.510977752014095,Oceanside,NY,21509,8729,35.97564%,4.688334171248828,49
11575,0,8.989943046329998,Roosevelt,NY,9573,3478,14.63491%,4.3029295838925545,49
11576,1,4.189654742026425,Roslyn,NY,8374,3533,67.16026%,5.280600342867873,49
11577,1,5.749392985908253,Roslyn Heights,NY,8349,3396,57.51587%,5.017230166707213,49
